x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,label
1705400953242.800049,1.671918,5.746690,-3.225870,-7.187382,-8.417794,4.730671,2.019577,4.077695,-5.609018,-5.017857,-8.969743,-3.869760,2.144554,-1.912851,-3.457821,4.782497,-2.022384,-1.049167,7.292694,-1.563826,2.324674,7.086822,8.485319,-8.949083,7.909535,-2.151280,-3.604127,-0.164086,9.316649,0.290814,-1.974281,-0.386394,-5.486011,-8.826516,-7.413044,-8.265858,-6.082047,-5.934947,2.584458,-4.940000,0
4181129903230776.000000,-2.459384,7.557453,-0.291940,2.870339,-5.823062,-4.711316,-7.996643,-6.216240,-2.686466,-6.660310,-7.152819,-8.902261,0.034045,-5.092442,-3.115300,0.756389,3.764018,-6.764592,6.343636,-1.227282,-10.076670,7.470749,6.306906,-9.000153,-3.270409,7.303758,5.995098,-8.848593,-4.624927,-2.261514,2.993833,1.629995,-1.581552,-1.573940,4.017475,-8.227848,-7.057335,2.804407,8.160799,-4.000000,0
10.387659,8.513426,-11.172385,-10.449525,-3.761826,4.199853,9.005032,-8.859723,2.643161,-0.361388,8.306063,5.201244,8.392980,-2.289170,-3.921935,-5.469425,-7.833824,7.624721,7.786141,8.546289,11.228974,0.819379,2.779105,10.817188,7.117156,-3.047313,0.726534,-5.945593,12.647676,0.557613,-2.479460,3.107739,3.650018,-2.661758,-6.425693,3.294725,2.641980,6.575827,-1.194083,7.667241,1.982627,0
626526962894.000000,2.228799,6.209916,-2.292298,-6.892039,-9.701240,7.962952,2.226673,2.795536,-5.900531,-9.406653,-9.574452,-4.283774,0.636234,-1.210402,-3.790471,7.631431,-1.282956,-1.229105,5.608307,0.629965,4.147605,6.668935,7.846033,-6.185696,8.043198,2.240191,-4.002574,-3.260208,7.598781,-1.678791,-4.577773,2.568827,-4.491569,-10.225105,-9.357727,-8.979032,-7.617720,-6.369437,1.294949,-5.676763,0
316605997645.000000,-3.868207,6.694670,-1.054730,2.985724,-4.347785,-5.604709,-10.808263,-4.332623,-2.538489,-7.988312,-9.810162,-8.480600,-2.574879,-4.840187,-1.711650,0.428493,3.362118,-8.832722,5.509601,1.974439,-8.599739,7.718427,9.040490,-10.255695,-4.702954,6.167246,4.882267,-8.950224,-6.014827,-3.179481,-1.505697,3.197513,-1.458130,-0.307369,3.311353,-10.647808,-3.043895,6.089961,8.773235,-1.065000,0
154799958102158176.000000,-8.385572,0.621322,1.074947,2.812168,-5.303873,5.041276,-5.039272,-2.724560,5.021143,2.046932,5.422159,2.784054,0.293385,-8.294111,-3.334312,-4.109239,-5.051670,10.086703,-1.518707,7.589389,2.457102,6.598472,3.477056,0.153294,-0.091194,-7.769132,4.419765,-5.328238,-9.681550,3.126880,-7.142934,6.311910,11.074321,9.472276,-2.779609,-10.943494,8.685406,-0.930933,10.411113,1.047951,0
10.060110,4.134369,0.486593,-7.369375,3.374673,9.465054,-7.495206,2.767561,6.398269,4.059324,3.292759,6.428358,-5.577523,-2.976789,6.145925,8.741154,7.839327,5.252869,2.482932,-0.300087,3.108942,2.431683,4.089881,4.447043,5.656152,-2.824869,-4.229687,-9.556697,3.465874,-9.743932,-2.392123,-0.400923,-3.728484,2.407353,-8.457997,-8.127048,6.918944,-1.944957,-8.124650,-1.120083,7.301000,0
19413478116782.000000,-4.451223,2.063799,-9.223164,-5.765770,-0.639183,1.130824,1.810261,3.946161,8.466718,-2.703859,-2.994643,6.823226,-5.513829,2.428246,-8.034251,-9.258801,9.794699,5.889440,2.550834,-2.886825,-7.297237,-6.086354,-5.524055,1.850754,2.525690,2.301933,-5.398533,3.753445,4.116784,-0.365567,2.874379,-0.582336,-7.005745,-3.224169,3.365315,-9.257849,-8.640393,-9.827613,-9.488935,7.509490,0
4372601584367.000000,4.150300,0.033960,-7.037040,-0.354039,-1.980396,-8.777779,-2.390935,-1.715122,0.380685,4.205171,-10.565161,-2.665818,4.584054,-0.192418,5.600876,-0.340338,-6.172699,-8.154358,3.654907,-9.311447,0.964437,7.703690,1.567897,-0.850650,-1.277439,0.479227,0.505638,8.595144,-1.304612,8.984730,8.423121,-8.371621,-9.001163,-7.275472,-10.183868,-8.575432,3.889800,-7.972687,-1.490164,7.512880,0
4.952578,7.557975,-6.184500,-5.404211,5.506207,6.692031,9.836459,-1.703603,-1.574085,3.358854,-4.315509,6.251593,9.704820,0.343018,1.976681,5.597659,-8.244555,8.883202,0.573391,6.329992,-3.684949,9.335227,-3.048872,-10.321193,9.013726,-6.976111,-3.203304,8.327985,6.672679,-0.813480,2.351311,-0.798647,-4.629610,-4.898390,1.761890,5.275117,7.731236,4.749136,-8.210334,-1.106756,-8.006000,0
267790635030579.000000,0.815125,0.213810,7.918813,-2.813926,-8.853072,-8.310588,5.874003,2.686239,-5.158138,-9.853579,5.406930,-8.362413,5.073560,0.380057,-9.262727,-9.016437,9.016685,-1.252063,-3.228480,6.638039,6.993510,10.264240,3.248297,-1.528482,-6.976321,3.443706,3.860640,-2.152148,8.634191,-6.705488,-1.091036,-10.754108,-1.220206,-8.233254,-6.805993,-5.695634,4.724764,6.644074,2.891121,1.035976,0
8888306126300.000000,-3.067453,-5.061244,5.211799,-3.569823,9.331170,-9.289412,5.459716,-10.058700,9.185911,1.016817,8.933130,-8.688266,3.847487,9.056283,0.631471,2.578665,4.206084,0.776502,6.026254,3.753613,8.349868,-7.421218,-6.472670,8.983091,6.825272,-1.684042,3.747627,-2.539223,-8.100682,-0.972639,-3.845157,2.608095,-6.889044,12.660681,11.400399,5.567095,-0.680008,-4.755192,6.354073,7.289901,0
8.713540,6.347401,-8.131450,-7.843547,-3.445730,6.578954,7.336314,-6.812458,0.480925,-1.962800,8.632002,6.861967,9.785589,-0.484041,-1.033681,-4.766859,-11.334608,6.403866,5.497489,10.806773,10.470648,1.554214,6.635724,7.278160,9.861817,-7.404044,-2.844550,-6.894648,7.557983,2.193354,-6.442813,4.144358,2.309761,-3.643945,-7.764597,6.265985,0.287328,3.495144,-2.140157,6.095571,1.380060,0
579991606362.000000,3.255792,8.778883,-3.023431,-9.189449,-9.713950,4.945508,1.842274,4.977915,-7.061000,-7.532495,-9.308114,-5.182298,2.246071,-0.807682,-0.174801,8.046439,-4.580330,-0.938874,5.378751,-1.857055,1.050308,7.726216,8.107899,-7.529444,9.450312,-3.611130,-4.896558,-1.143857,8.114165,2.473032,-4.907089,3.764029,-4.233031,-7.956028,-8.976678,-6.414033,-7.966229,-10.353076,2.685439,-6.179800,0
72801428942353.000000,-2.035298,6.907305,2.039762,3.308726,-5.238632,-5.175992,-8.505830,-4.954772,-4.769593,-5.660834,-8.335827,-7.708422,-1.694195,-5.974430,-0.809207,1.009833,4.408237,-10.061349,5.116377,1.503813,-6.546494,8.674986,6.268808,-7.428211,-2.764322,6.450089,7.208107,-7.775808,-5.499496,-0.640600,0.610969,5.008594,-3.517278,-2.085142,4.041039,-9.647403,-1.873005,3.366459,7.548810,-1.417000,0
595543851891381632.000000,-7.094699,-0.794308,4.141801,3.371030,-3.982002,4.032546,-5.722006,-5.671471,6.471173,4.242610,7.024702,1.291334,-0.334166,-8.892453,-1.294368,-4.289480,-7.210907,10.026108,-3.312851,7.109834,3.983206,6.967932,1.583082,1.505691,1.086588,-6.915731,4.088450,-4.841363,-9.480270,1.108358,-6.772793,10.841492,7.549032,6.436238,-4.344990,-5.964264,9.217164,-1.814689,9.428745,9.591094,1
10.211460,3.827044,-1.300686,-7.937880,2.876245,10.134859,-6.530581,-0.770346,6.870114,1.463626,5.186625,2.792951,-3.158901,-3.773731,5.402419,4.700745,7.699637,5.767959,1.300438,0.954945,5.196293,2.307640,2.656471,5.380782,7.518943,-3.685954,-0.460209,-10.569040,0.294372,-8.257162,2.188826,-0.356728,-2.852193,0.206496,-9.935079,-9.238809,5.485289,-3.383117,-9.367827,1.388877,4.142600,0
5736809972683.000000,-6.612966,1.363088,-9.313332,-8.764030,0.714928,4.338745,2.405484,4.381231,11.388834,0.640846,-3.679083,5.716742,-4.311778,0.144113,-6.547386,-8.048833,9.906600,7.014668,6.772906,-2.485192,-5.556585,-5.227361,-3.533113,-0.082817,8.233092,5.542704,-2.917347,7.688303,6.129618,-2.148923,1.909319,-1.458663,-5.674266,-0.663922,5.302180,-11.057837,-6.624165,-8.522164,-11.639929,8.982349,0
74508787723.000000,4.214961,0.862835,-7.468580,-0.639287,0.063382,-6.677022,-0.915854,-1.188142,2.522679,3.353027,-9.614835,-3.307755,3.601969,2.092985,6.405297,3.615106,-8.714016,-6.062023,4.452821,-10.287100,1.221453,10.497573,1.755776,-1.350693,1.485077,-0.027265,0.704316,9.247685,-2.834464,8.928447,8.252441,-6.903364,-5.437148,-9.461137,-8.935768,-7.687315,4.725422,-12.077006,-5.982203,6.129676,0
5.940408,7.684816,-11.331577,-9.354087,-2.748079,4.109405,12.394198,-7.937543,3.252200,-0.573911,8.334814,9.751952,5.565821,-0.782439,-1.289934,-6.508479,-9.121208,8.199225,6.733324,11.838978,8.270392,0.767448,4.650597,7.621393,6.570829,-4.746152,-1.978428,-8.435896,9.541351,3.831781,-3.878264,4.102718,0.755448,-4.209320,-8.589475,2.741768,0.754164,4.549261,0.976041,5.604511,2.618418,0
244596815825.000000,1.036722,8.235471,-1.847260,-9.048488,-8.434869,3.932785,1.722935,1.522991,-6.836926,-8.345110,-10.603596,-2.561671,2.221396,1.006750,-0.001030,10.682101,-4.684293,0.206509,7.751455,-1.731530,2.692345,8.122473,7.008702,-5.140333,7.158072,-1.057588,-6.046043,-0.696366,10.130976,-0.778117,-5.198414,0.919076,-6.125166,-7.414853,-10.426607,-5.196987,-7.988165,-6.629044,3.183995,-7.154061,0
183066092511.000000,-2.327399,4.940849,-0.474559,0.602945,-6.372896,-5.022371,-10.385318,-2.622054,-3.125620,-5.298857,-8.438622,-8.198883,0.947833,-2.861933,-3.958417,-0.593291,4.411719,-7.216342,4.594783,0.868331,-10.402996,8.683497,9.615615,-10.898493,-2.047220,3.984918,3.810980,-8.376269,-4.789133,-0.613181,1.059835,2.229395,-2.527208,-0.865800,5.158201,-8.533647,-5.288085,3.345748,8.930061,-2.194100,0
8.019925,6.411170,1.789300,-8.722134,3.053420,10.673039,-9.093107,1.047377,5.438484,3.912578,2.559519,3.868836,-3.422117,-4.408382,3.534472,6.095697,5.799644,11.461729,-0.332648,-0.330610,6.938969,4.850770,2.390673,6.718119,9.152885,-2.981572,-2.257866,-8.837080,1.114552,-9.432036,-1.284326,2.096198,-5.489761,3.014332,-7.531075,-8.735276,3.946729,-1.939111,-8.359992,-0.293857,5.906600,0
15584330754842.000000,-4.136010,0.131883,-8.212449,-6.177920,-0.911481,0.532131,1.886210,5.506482,7.766373,-1.872669,-2.376019,6.237846,-6.244028,-1.316433,-10.225438,-8.201788,9.642570,5.719077,3.107268,-2.463812,-8.039127,-4.995280,-3.366742,0.422765,3.851606,1.631846,-4.626187,9.782250,6.411609,-0.167501,-0.124222,-3.018006,-4.266680,-2.941459,6.546258,-9.653906,-5.416559,-11.299869,-12.671959,9.003000,0
723171209250253.000000,2.959056,-0.323896,-7.855171,0.289862,-1.193778,-7.868576,-2.767587,-1.184776,3.397100,2.351747,-9.929439,-1.711608,0.442927,2.792303,7.763123,2.950608,-5.579450,-7.705696,3.177462,-12.116131,2.290842,10.842845,0.732177,-0.894493,4.054414,-0.423238,1.150567,9.613080,-1.695783,11.871016,9.460470,-5.094220,-7.132703,-6.993523,-12.548707,-8.274596,2.792738,-8.117070,-4.399883,7.725070,0
9.589958,8.250736,-8.697451,-12.683219,-1.193989,7.853161,8.074756,-5.651857,0.339042,-3.233998,9.105239,8.215632,7.582940,-0.683317,-2.022230,-3.930282,-8.701357,8.671393,5.045296,12.640399,11.192145,-1.554505,5.616837,7.203193,6.850939,-8.338525,-2.910108,-7.506963,8.373554,3.575995,-5.999686,4.068161,4.105522,-4.760103,-9.285386,2.516066,0.299791,6.408827,-1.605171,5.304502,1.115300,0
77771531438800.000000,-0.835598,6.560849,-3.024002,-7.848336,-7.253995,4.130775,1.036205,3.233634,-6.741671,-6.392059,-9.093291,-3.940604,1.594389,-3.103512,-1.024006,9.600470,-1.568210,0.883707,4.862364,-3.066447,0.455737,7.097529,8.036562,-5.676140,6.569895,0.880485,-6.850184,-2.253676,8.519033,-1.353335,-1.901252,2.574378,-3.575443,-8.400569,-8.534690,-9.399569,-7.484137,-8.099272,3.509086,-4.973000,0
114912906030582.000000,-1.133982,8.587112,-1.863205,4.300478,-5.588315,-7.311611,-8.885989,-7.367396,-5.640233,-5.114423,-8.056343,-6.181903,-1.012355,-6.735037,-5.360524,2.464579,5.328597,-10.401115,2.803397,4.027553,-7.894250,8.632157,5.620778,-10.558343,-4.305243,5.192822,4.264984,-9.107534,-6.422278,-2.301342,0.629431,2.925236,-3.230659,0.365790,4.366168,-6.602912,-4.460002,4.187356,7.941377,-9.780000,0
3.909760,7.024517,-6.571924,-7.872350,6.452914,8.125625,9.599924,1.443873,-0.727000,4.553411,-3.713404,6.674468,6.548461,-1.085211,5.073854,5.133995,-6.541249,8.284357,1.064073,7.154497,-3.197358,9.200757,-1.093091,-11.360112,10.654115,-8.005617,-4.944714,8.910243,9.377323,2.291659,3.981561,0.044052,-1.562154,-3.278674,3.227856,2.993084,7.189572,6.645734,-8.967768,0.228422,-8.863096,0
317408743374.000000,1.235782,-1.553326,7.912383,-5.108171,-8.226700,-6.708984,4.243033,2.909005,-5.086245,-9.934320,1.453569,-6.856454,9.367493,4.644591,-8.364224,-9.206839,10.487717,-2.536176,-1.398014,3.858049,9.402841,8.552192,6.393812,-4.077815,-7.448588,4.727971,0.559375,-0.326034,7.012193,-9.877349,-0.045772,-10.698464,-2.545501,-8.383825,-7.217691,-7.485876,3.694972,2.127886,0.599072,9.632014,0
261152511.000000,-1.052107,-3.949885,9.007601,-6.476227,8.404102,-10.277285,9.281826,-11.621899,7.793407,0.506015,9.001171,-9.600378,1.457188,10.210926,0.664134,2.787670,3.863791,-0.887771,3.504109,3.956104,10.113041,-10.608246,-7.336187,9.750818,7.835171,-0.971084,2.935943,-4.794529,-8.504979,-2.324625,-4.445920,2.606460,-5.805271,8.830153,13.365982,1.308255,0.011110,-3.552840,2.703117,5.825585,0
6.917491,-1.643146,-7.928177,7.652815,-3.979202,5.212546,-5.458181,-0.390952,0.828266,-4.150339,8.469957,4.670351,9.459376,7.088427,2.171536,6.265332,-5.130088,-7.967136,-9.545908,-3.538867,0.451309,-6.427803,9.351936,-1.804886,-3.797376,-0.524565,-6.381918,5.031058,-6.735661,8.378252,5.286473,-6.803069,-11.272090,7.347076,4.886789,6.272758,2.933582,-7.029268,0.676943,-8.314916,9.900000,0
15276574464428450.000000,2.097537,-5.303413,-9.156718,-2.312868,-4.669781,3.751649,3.582105,7.748539,0.262771,-7.275154,4.936371,4.610479,1.549967,4.121021,1.679719,-0.433328,0.131207,-9.818667,-7.559373,-10.064367,1.305815,-6.155545,-1.306040,7.697857,-4.717525,-0.377811,4.486962,-6.658782,-10.480203,-3.532882,-4.839102,10.366815,7.156313,3.562036,9.805885,6.538356,-5.364017,7.402083,-1.120016,5.191410,0
7.848754,2.694459,-0.361856,-6.547209,3.602345,9.276601,-5.353524,1.192980,6.034813,2.774274,4.368733,4.716104,-4.620017,-4.864070,7.381622,8.401505,7.459620,8.343573,-0.404664,2.112446,6.744138,1.821760,5.134299,4.934547,6.467607,-3.866186,-3.693072,-9.386997,-0.393184,-10.259289,-1.434275,-1.038993,-3.512966,-0.656275,-9.923608,-8.327343,8.037033,-3.600839,-6.040107,-0.069585,8.500000,0
56985721387096784.000000,-7.727311,1.048036,-8.067598,-10.732265,-0.364171,1.446766,3.016205,4.472735,9.482502,-3.119728,-3.332834,5.013321,-5.100941,-3.446815,-7.488411,-8.720443,7.622200,6.970769,6.224492,-1.624789,-9.354059,-7.669925,-4.817383,3.947098,2.599105,2.997593,-5.895689,10.328231,4.245099,-2.737102,1.683853,-1.764934,-4.502229,-2.626195,6.077042,-9.885047,-7.560061,-9.062855,-9.766619,7.900000,0
4645442511830211.000000,5.258542,-0.577727,-8.731661,-1.683209,-0.033643,-7.940889,-1.099746,-1.846329,3.810873,4.643947,-13.347281,-2.789852,-0.424096,1.688919,7.097334,4.786204,-6.379887,-10.479044,1.493668,-9.657773,2.512868,8.884095,1.757991,-2.737021,4.447723,-0.630447,0.980128,9.242900,-2.858951,8.733534,8.780854,-4.997342,-7.379654,-8.257778,-9.462973,-8.960232,4.761387,-9.898984,-3.309494,8.100000,0
8.169280,9.413346,-7.478573,-10.233026,-3.161537,8.798229,9.976056,-7.470088,1.739709,-3.655033,7.400760,6.388596,8.468207,-0.925533,-2.047565,-3.679142,-8.703808,5.165319,6.710311,7.411351,11.652571,1.832167,6.033263,11.842085,5.444985,-4.076706,-0.721845,-6.636561,8.487388,2.849937,-5.558114,4.840498,2.755316,-1.501855,-8.680978,2.757656,-1.167525,7.234526,2.927461,5.965429,1.398830,0
9733857851098.000000,3.129140,7.730438,-1.724213,-8.476869,-9.277567,3.727889,4.505520,0.890614,-7.444399,-6.960645,-11.575823,-5.681129,5.440240,-1.320239,-1.589342,8.793795,-2.444352,-0.690978,5.247388,-2.447492,1.891816,6.624276,10.109639,-7.336231,9.838455,-1.240715,-4.205162,-3.585870,10.299117,1.058208,-5.042062,3.020307,-4.136319,-8.882122,-6.189966,-8.417072,-6.560162,-7.139214,2.998033,-4.819700,0
49033860196263.000000,-2.955779,7.305223,1.939961,5.735327,-3.787057,-4.497809,-8.162980,-4.725986,-5.249267,-7.579069,-10.266959,-8.566003,-1.081456,-8.010327,-2.677120,-1.303080,0.843584,-12.796132,4.320423,1.739405,-6.692222,5.897061,11.558508,-7.811249,-4.542100,4.980450,4.425269,-7.654398,-6.249565,-3.356776,0.613544,0.473019,-2.232874,-0.967632,4.404095,-12.512338,-5.685090,4.188136,8.463983,8.965000,0
1953663176261157376.000000,-7.149132,0.172541,2.671578,1.909412,-5.703527,3.555388,-6.560194,-0.965406,5.570965,3.214534,6.891305,4.084118,2.110725,-9.574495,-4.790862,-7.879671,-2.611504,8.836777,-1.309162,8.123817,3.900355,5.805873,-1.806415,0.086114,-0.640708,-8.314518,3.252984,-6.062904,-9.973842,2.215001,-6.290512,10.005426,8.738910,6.193914,-5.464498,-9.463623,7.634672,-1.656623,9.794454,1.129280,2
0.627604,-6.990258,-0.674477,4.502801,1.696489,-5.467371,4.944272,-4.434770,-2.411894,4.631220,3.673147,6.303193,0.393035,2.108605,-7.708621,-1.227031,-4.731357,-7.364636,9.331928,-0.896833,8.507380,2.417330,3.567243,-1.383682,2.206212,-2.480866,-6.540683,4.502833,-2.774641,-8.653394,4.257382,-6.035192,7.625596,8.219447,6.991564,-1.769733,-10.662359,8.014771,-1.404829,11.630934,1.019000,0
6.127331,6.810384,-0.088664,-5.909056,4.125338,3.539653,8.768675,-1.388864,-3.082966,6.596783,-2.676523,6.869051,6.595337,-2.631927,5.500071,5.694460,-8.779294,5.755259,4.042157,6.980733,-3.150663,5.286319,-1.202412,-8.294092,8.581145,-7.986591,-3.423095,7.757790,8.036809,1.146654,4.176220,-0.656653,-5.173751,-4.332367,0.423342,5.677256,5.537962,6.053955,-3.932417,-0.737790,-8.548000,0
645780550561568.000000,0.106845,-1.403491,6.391049,-4.519463,-10.185076,-8.656566,5.556772,1.925825,-8.285380,-8.948207,4.235075,-8.414964,6.480661,3.668767,-7.351611,-11.112410,8.663326,-3.631728,-1.682790,5.501360,7.582370,9.962194,6.187661,-1.439757,-7.029518,5.709273,1.561101,-1.878630,7.670340,-9.139485,0.822951,-12.288455,-2.456881,-6.259982,-7.785714,-7.453408,1.287183,5.600580,3.591558,1.127438,0
1068769855570.000000,-4.625691,-2.649822,7.386352,-9.065721,7.108554,-12.390005,10.240185,-9.398277,6.911403,0.421269,12.318222,-8.936463,1.537281,10.268584,-1.237792,3.378468,5.202612,0.490897,2.346616,2.997760,8.710551,-8.996040,-3.098671,11.450229,9.097941,-0.990913,1.719176,-3.714288,-6.021580,0.845616,-4.263719,3.124974,-10.399236,9.242732,10.540779,3.805944,1.336306,-1.869517,5.481849,1.729121,0
4.085158,4.147674,-3.865658,-5.717117,5.822057,5.571841,10.409673,-1.598339,-3.348107,3.992596,-3.636916,8.520633,8.129825,-1.464215,4.300554,5.842413,-8.039098,7.078212,0.582088,7.464520,-3.723679,10.220404,-0.486163,-9.053356,7.596680,-10.722412,-5.316859,10.247533,7.718848,2.042909,1.385282,-1.284242,-4.808343,-2.255752,4.719507,2.783393,7.720833,5.425927,-6.655687,1.729944,-9.638000,0
75926227017476.000000,3.258636,-3.673214,6.304087,-3.567351,-9.104856,-9.165205,6.666790,1.738004,-7.867828,-7.370723,5.546018,-6.372582,5.215134,6.290975,-8.146665,-8.067665,9.342823,-2.082244,-0.425973,7.176477,10.483329,8.501965,4.462652,-2.359188,-7.623929,6.026961,3.685080,-2.447765,8.780006,-7.063014,-0.708673,-9.863905,-1.555087,-8.460236,-9.469568,-5.281300,2.642613,3.922111,-0.765009,8.747300,0
3389322613754.000000,-2.834353,-3.857724,7.078473,-1.473104,7.486113,-8.897305,9.965940,-11.023668,7.366984,3.842760,9.126730,-5.695217,0.922157,9.431524,-0.062465,1.198111,2.215762,-1.758475,3.604827,2.444003,7.504185,-6.460080,-5.560910,9.649067,5.973768,-0.464032,3.123703,-4.727609,-6.174971,-1.393488,-1.630208,2.898117,-7.831660,10.468347,10.498170,3.388556,1.220242,-2.754055,5.989737,4.492688,0
7.798957,6.438054,-9.868720,-8.537098,-0.823710,4.480374,9.738503,-6.579891,1.900359,0.588022,9.083461,5.032118,5.934823,-0.379518,-1.124253,-5.139128,-8.648473,9.329967,8.944705,11.828396,11.429658,2.127607,5.156741,8.756100,8.273500,-3.800863,-0.269493,-5.939928,6.490806,2.622045,-7.215930,3.075674,2.319613,-3.322140,-8.857884,4.608893,1.201098,7.166225,-0.038695,6.876833,4.705988,0
491594249368.000000,0.737231,5.359335,-0.717398,-5.965956,-7.815176,6.609633,1.150799,5.036561,-5.039477,-6.297850,-9.874424,-1.523716,2.509895,-1.643415,-1.922423,9.242315,-3.212907,0.657824,5.562056,-0.991378,2.671541,5.947407,10.343519,-5.888689,9.178616,0.184939,-5.957419,-0.760345,8.659992,0.554632,-2.434583,4.240039,-4.983119,-7.774673,-7.903801,-9.053193,-7.827381,-6.349413,2.437311,-8.544503,0
